特征,系数(标准化后),影响,影响强度
总分_T-3,-0.15936522728702057,↓负相关（高分→亏损）,★★
行业PE_60d增长,-0.15991475362739624,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.16025677133042082,↓负相关（高分→亏损）,★★
盈利能力_T-1,-0.16579547590223712,↓负相关（高分→亏损）,★★
行业PE_250d增长,-0.17695837494753394,↓负相关（高分→亏损）,★★
市场年化收益_120d,-0.18356358195305472,↓负相关（高分→亏损）,★★
行业胜率_20d,-0.1838009169181217,↓负相关（高分→亏损）,★★
成长能力_T-4,-0.18487112151975887,↓负相关（高分→亏损）,★★
净利率,-0.18877136282234036,↓负相关（高分→亏损）,★★
MA250,-0.18904385381708688,↓负相关（高分→亏损）,★★
行业波动率_20d,-0.19088537933551777,↓负相关（高分→亏损）,★★
盈利能力_T-4,-0.1954931270559239,↓负相关（高分→亏损）,★★
市场波动率比值,-0.1995675208422565,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.205780219105399,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.21264225010186846,↓负相关（高分→亏损）,★★
FCF年份_T2,-0.22817577456344948,↓负相关（高分→亏损）,★★
FCF年份_T,-0.22817577456344948,↓负相关（高分→亏损）,★★
FCF年份_T1,-0.22817577456344948,↓负相关（高分→亏损）,★★
区间收益_120d,-0.23377460446265524,↓负相关（高分→亏损）,★★
行业PB_250d增长,-0.2587088324412451,↓负相关（高分→亏损）,★★
市场距离MA250,-0.26087971659551024,↓负相关（高分→亏损）,★★
总资产净利率,-0.2645870509113842,↓负相关（高分→亏损）,★★
行业MA60,-0.26613054542432807,↓负相关（高分→亏损）,★★
行业波动率_120d,-0.2695656552124786,↓负相关（高分→亏损）,★★
净利润,-0.2862002394718289,↓负相关（高分→亏损）,★★
NOPAT_CAGR2,-0.28801983716991947,↓负相关（高分→亏损）,★★
营业利润_CAGR2,-0.28801983716991947,↓负相关（高分→亏损）,★★
波动率_250d,-0.29255901838039733,↓负相关（高分→亏损）,★★
行业PB_120d增长,-0.2957984813000479,↓负相关（高分→亏损）,★★
行业PB,-0.3026563277123638,↓负相关（高分→亏损）,★★★
折旧_T3,-0.30486390512906864,↓负相关（高分→亏损）,★★★
成长能力_delta_4y,-0.3081516844401077,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.31344048551085246,↓负相关（高分→亏损）,★★★
应收账款周转率,-0.3208793344685841,↓负相关（高分→亏损）,★★★
行业胜率_250d,-0.3246956912932676,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.33060730751183676,↓负相关（高分→亏损）,★★★
折旧_T1,-0.33727766853901114,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.34872877475140884,↓负相关（高分→亏损）,★★★
FCF_T3,-0.34973100347204544,↓负相关（高分→亏损）,★★★
capex_to_dep,-0.3620394923264368,↓负相关（高分→亏损）,★★★
行业MA120,-0.38002235561613934,↓负相关（高分→亏损）,★★★
FCF_T2,-0.3968904968718729,↓负相关（高分→亏损）,★★★
FCF_T,-0.42364477268510975,↓负相关（高分→亏损）,★★★
MA120,-0.4336671382852138,↓负相关（高分→亏损）,★★★
step3通过,-0.43884576825895755,↓负相关（高分→亏损）,★★★
FCF_T1,-0.4596866911902777,↓负相关（高分→亏损）,★★★
PB_vs_行业,-0.464595076943863,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.47714834690048663,↓负相关（高分→亏损）,★★★
资本支出_T4,-0.4854628258544375,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.5161672787171017,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.5162215780326264,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.5382466985413948,↓负相关（高分→亏损）,★★★
同行市值_中位,-0.5955043095802235,↓负相关（高分→亏损）,★★★
同行PB_中位,-0.6151392826730869,↓负相关（高分→亏损）,★★★
有效阈值数,-0.6202248733021092,↓负相关（高分→亏损）,★★★
波动率_60d,-0.6769229200610454,↓负相关（高分→亏损）,★★★
FCF_T4,-0.7010804334066362,↓负相关（高分→亏损）,★★★
资本支出_T,-0.7102361290350135,↓负相关（高分→亏损）,★★★
中位价,-0.741123714202376,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.7834170447796756,↓负相关（高分→亏损）,★★★
报价日MA20,-0.9204687811208134,↓负相关（高分→亏损）,★★★
营收_T3,-0.9579783772228161,↓负相关（高分→亏损）,★★★
